Location,OriginalTweet,Sentiment
"New York, NY","Panic grocery shopping is not necessary and has put more people at risk. 

We talked to several supermarket employees, some of them elderly, who are worried about their own health as customers crowd their stores. 
https://t.co/emOKMbCnot",Extremely Negative
Michigan,"Some #foodsafety tips during the #coronavirus outbreak, including those immunocompromised should opt for pre-packaging fruits and vegetables. https://t.co/fbbqOigShy",Neutral
Global,"To help you eat well and limit your movement during the #coronavirus crisis, you can ?download #applications for smartphones that make it easier to recover food at any time:?Find a restaurant or grocery store near you that can deliver healthy meals to your home.",Extremely Positive
"Washington, D.C.","In the wake of COVID-19, we are working with agencies to secure access to allotments and ensure get cattle and sheep get to market and to consumer plates. Additional details will be shared as they become available. Please reach out with questions or concerns.",Extremely Positive
,"COVID-19 is impacting supply chain, trade, the workforce and so much more. Weve put together a guide on what business leaders should know. Find it here: https://t.co/tCjOWvB2Y3 https://t.co/9bekwqH0G3",Neutral
Accra | Ghana,"Those Pharmacies and shops selling hand sanitizers at ridiculous prices think they are being smart.. 
Your mothers and siblings will be infected by the same people who cant afford sanitizers at such high prices, then you will know how smart you are. #ignoranthumans 
#coronavirus https://t.co/htefeL9t0Z",Positive
MKE,"Please let's do a LiL Math shall we. If 50 people can only be in the grocery store at one time. How many ACTUAL customers WILL be ALLOWED IN due to the number of workers? @KrogerSupport @kroger @walmarthelp @WoodmansFood
#Milwaukee  #coronavirus #HighRiskCovid19 #COVID2019",Positive
,"How is tech giant Alibabas largest grocery store chain in Beijing faring amid the #coronavirus outbreak in China? 

@Selinawangtv checks it out and interviews their store manager #CoronavirusPandemic #COVID19 https://t.co/fVIc7iJZ0X",Neutral
Silicon Valley | SF | 39.5K Ft,"MyPOV: chatter in the background is a full US lock down in 2-weeks. IF THIS IS TRUE, folks will want to make plans and stock up on food, water, things to do, cash, etc. 
Preppers are already there but this could last 4 wks during peak transmission
#coronavirus #covid19 #SARSCoV2",Positive
"Westfield, NJ",Homebound due to COVID-19? Working in cramped conditions? How to Set Up a Home Workstation In Any Room | Coronavirus - Consumer Reports https://t.co/eeIVo0Ikuk,Neutral
,"This guy is taking the whole #coronavirus in his stride. He's being sensible, not panicking and generally enjoying self-isolation. #StopPanicBuying #StaySafe #COVID19 #mainecoon https://t.co/p4B4OtM6zg",Positive
Ukraine,Today I went to the #supermarket to buy some groats. Only pasta remained on the shelves ) #COVID2019,Neutral
,"@BlrCityPolice Please could you let me know to whom I can address the issue of a registered Multi-Specialty Clinic mis-selling masks with inflated prices, which is cashing on the current crisis! #COVID2019 #Bengaluru",Negative
Europa,"There Is Plenty of Food in the Country

Americans have been alarmed by empty #grocery shelves, but while food suppliers &amp; retailers say they are struggling with surging demand, they insist the supply chain remains strong. #panicbuying #coronavirus
https://t.co/jmhjJIeLUU",Negative
"Toronto, Canada","To all the shoppers who are bulk buying, no need to panic and stock excessively. There is enough food and supplies as per the ministry. 
Most importantly, remember to keep older adults in your thoughts when bulk buying! #COVID19 #coronavirus
 https://t.co/rR7MKVECxo",Negative
"Arlington, TX","Texas Health Resources does have a Coronavirus (COVID-19) consumer hotline. (682) 236-7601

I had spoken to a registered nurse this morning and she was able to answer my questions. Great resource",Extremely Positive
Mumbai,"Prevention is better than cure! Let's beat #Coronavirus 
1)Wash hands frequently with soap 2)Wear masks or use clean cloth to cover your mouth if you are in a crowded place 3)Try to make one meter distance from strangers 4) eat homemade food as much as possible. Let's not panic https://t.co/qIGGycPxz6",Extremely Positive
,"U.S. supermarket chain Kroger said two of its employees have tested positive for the COVID-19 virus and are recovering. One was employed at the King Soopers grocery chain in Colorado, and the other at Fred Meyer, a grocery chain in Washington state.",Positive
"Washington, DC","@jack @CDCgov What are big box retailers going to do with the 60 or less rule/suggestion. Many of those stores have 60 employees alone , before the customers enter there store..?? #coronavirus #Retail",Negative
"Accra, Ghana",@Blakkrasta pls tell the pharmacist to drop the prices of the sanitizers how can we be cruel to our own #AfricanHistoryClass #Covid_19 #TaxiDriverShow #taxijam #blackpot @The_Evangelist3 @gumahdok @Teejay63 @BORBOR_SLY @RastaKwadzo @EugenPeprah @Bukari_Ba,Extremely Negative
Everywhere & u are Never There,Id be doing much more online shopping right now if companies started running #coronavirus sales.  Like 50% off the whole website type sales. Lol,Extremely Positive
,"@Tweeter4Trump1 @deus_rock @AngelaOrme3 @Capone20201 @TeeTrumpette @ks_jhawk @GayRepublicSwag Because you are willfully ignorant &amp; deliberately blind. 

The media has been far more accurate than 45, the King of Lies.

The market's reacting to ",Extremely Negative
"Owensboro, KY ",Just online shopping my way through this COVID-19 stuff. https://t.co/7PhJ76sXHJ,Neutral
Global,"Despite the efforts of OPEC+ is the affect that the #coronavirus is having the #oil markets going to be a short sharp shock? Or s it the startof a prolonged period of lower prices? @Refinitiv's Ehsan Ul-Haq talks to Roger Hirst.

https://t.co/sJ5id4RdiR

#DataNow #TrustedData",Negative
"San Francisco, CA","I know. Like a lot of you, Im kind of freaked out and nervous too. But then I remember...this is to protect us. And this is why this kind of extreme measure works as told through stick figures, sound effects  and my own voice: https://t.co/vPNJY2ZNrx",Positive
,Questions remain as to the impact of #coronavirus on our communities and what it will mean for consumer spending patterns and corporate confidence. Here's Regions Asset Management's perspective as the markets react this week: https://t.co/SWf2zg7zaq,Extremely Positive
"New York, NY",AdobeExpCloud: Some online shopping behaviors have surged by 800+% in the last few weeks. Here are the trends and takeaways from 80 of the top 100 US retailers: https://t.co/rHogkhuZfi,Positive
Chicago,"How US consumers and industries including food and drink, beauty, retail, and health and wellness are reacting to the COVID-19 pandemic. https://t.co/ZM5gjzxeZc via @mintelnews",Extremely Positive
"Portland, ME | Self-Quarantine","@RogueSNRadvisor Demand your reps defund the border wall &amp; put the $10bil into fighting coronavirus. We need the money for sick leave, food, student loans, mortgages, businesses expenses, Covid-19 testing and treatments, etc. Sick people cant #Sta",Extremely Negative
United Kingdom,"#coronavirus  

Placing us on war footing?
Follow the money 
but bonds &amp; stocks crashing.
Am I bothered about hand washing?

When the food runs out 
&amp; the money runs dry 
All demand but no supply.
Fuck that!
Its more about the looting 
&amp; the shooting.

https://t.co/JqqFxzcDI4",Extremely Negative
"Paris, France",Economic Perspectives - Global Inflation Perspectives March 2020: US consumption is about to fold Growing uncertainty around Covid-19 has triggered panic buying of government and toilet paper alike. Consumer confidence surveys will soon reflect https://t.co/bNYm73ZdRp https://t.co/DR9MEB38o7,Negative
"Minneapolis,  MN",WALMART CUTS STORE HOURS FOR RESTOCKING The retail giant has reduced its store operating hours to give employees more time to restock shelves and clean and sanitize stores. https://t.co/n9D99iPy8y #retail #restocking #stores #coronavirus #walmart #retailtrends,Negative
London,H&amp;M sales hit £5 billion as #Coronavirus prompts store closures https://t.co/lqdI82zn88,Neutral
,"@boltgrrl @deus_rock @AngelaOrme3 @Capone20201 @TeeTrumpette @ks_jhawk @GayRepublicSwag A. What supply lines are you referring to?
B. The market IS reacting to the downturn in consumer activity d/t covid-19, that's not in dispute! What's causing the dow",Positive
"Bristol, England","Just a thought, the ones that are stock piling toilet rolls could they be the hygienic ones that are coughing into a tissue and not their hands? And the ones that are storing food, could they be buying it for their nan or have young children?  #coronavirus",Neutral
"Scottsdale, AZ",Looking for a bright spot?  Study shows that babies are spared severe COVID-19 symptoms. https://t.co/ilqrMMQKTB,Positive
"Portland, Oregon","Wow PEOPLE! My daughter works retail and her store is still open, barely. Today a woman yelled at daughter for standing too close to her child. HEY, how about keeping your kid at fucking home LADY! 

This Covid-19 shit has made people assholes, stupid and just vile.",Extremely Negative
